Frame,Time,pelvis_torso_X,pelvis_torso_Y,pelvis_torso_Z,pelvis_l_thigh_X,pelvis_l_thigh_Y,pelvis_l_thigh_Z,pelvis_r_thigh_X,pelvis_r_thigh_Y,pelvis_r_thigh_Z,torso_head_X,torso_head_Y,torso_head_Z,torso_l_uarm_X,torso_l_uarm_Y,torso_l_uarm_Z,torso_r_uarm_X,torso_r_uarm_Y,torso_r_uarm_Z,l_uarm_l_larm_X,l_uarm_l_larm_Y,l_uarm_l_larm_Z,l_larm_l_hand_X,l_larm_l_hand_Y,l_larm_l_hand_Z,r_uarm_r_larm_X,r_uarm_r_larm_Y,r_uarm_r_larm_Z,r_larm_r_hand_X,r_larm_r_hand_Y,r_larm_r_hand_Z,l_thigh_l_shank_X,l_thigh_l_shank_Y,l_thigh_l_shank_Z,l_shank_l_foot_X,l_shank_l_foot_Y,l_shank_l_foot_Z,l_foot_l_toes_X,l_foot_l_toes_Y,l_foot_l_toes_Z,r_thigh_r_shank_X,r_thigh_r_shank_Y,r_thigh_r_shank_Z,r_shank_r_foot_X,r_shank_r_foot_Y,r_shank_r_foot_Z,r_foot_r_toes_X,r_foot_r_toes_Y,r_foot_r_toes_Z
11,0.18333333333333332,4.757125219770735,-2.240209891990428,-0.06542093606226852,6.216502832410873,-0.9110068373844796,1.7171719677734114,5.729558352682997,-3.449784770191468,-5.939373285282799,15.790788631639629,0.9938852760393942,0.161065236445208,-1.822631277714409,11.178547267334002,-5.035185919146193,-8.33794133204319,-13.29715009506701,16.582541307028215,-6.00997664183567,21.40528970778465,-106.08529477773843,4.410151281958351,-6.02954597005923,-0.4621566895017943,-11.016929454292125,-25.551485328090546,114.29226284329557,-0.742969932465315,5.65378394306482,-0.07072288288971003,1.0601601258356528,0.3921707265165558,15.07556800131308,4.980247014225978,-4.227146122279838,-5.865408131599048,-6.0473682677435,-5.2575294051059305e-08,-2.3211579330107572e-07,0.18398585061110162,-1.2988579572953758,-14.29846384991765,0.8267445943358708,7.450152926047805,0.7431180835097939,-1.5454074694022497,3.4366694832993026e-08,3.5830269947521266e-07
12,0.2,4.572298550069418,-2.1062594407060153,-0.16553405932092016,5.973835978501761,-0.8600976223281546,1.119000056302155,5.452253491323346,-3.551632926227431,-5.594610006262188,15.9570722581543,1.1884589219576007,0.17342449183713646,-1.7498990758315909,11.103493939486267,-5.097621953917004,-8.298919584935376,-13.483759668081953,16.56997499530127,-5.741405103230788,21.376148704179236,-105.42174659023145,3.94049685574506,-6.329112279745624,-0.433405802819852,-10.776425814823412,-25.18342774057744,114.09593656613585,-0.7903623043863963,4.934119474276491,-0.06905878020202331,1.2164953343467362,0.47397253380483506,15.771112065464703,4.6657045051005195,-4.162404952412784,-6.165600481689139,-5.474743284619839,4.16743372691236e-08,8.430585308699734e-07,0.24251911311681806,-1.1603924855765448,-14.658448809399374,0.7986253738338992,7.728566127621888,0.5400900421081151,-1.8261756235863513,-1.6223515808058837e-07,-8.379513217943892e-08
13,0.21666666666666667,4.551636551874977,-2.2547540121973575,-0.3184571478244549,5.870440638008702,-0.9521435778855571,0.81756829083257,5.409288918860281,-3.6792165088719093,-5.503204727809518,16.174807889723994,1.7288777894706742,0.26614629772125176,-1.6336288230184517,11.118944025212377,-4.525961305065556,-8.138463117711805,-13.481022396036979,16.031563854160748,-5.791598623132725,21.528700798041736,-105.45181963666349,4.129218681308036,-6.7215371318199315,-0.4856385497279014,-10.471386482877111,-25.05211372299961,113.5781803155641,-0.06843176242638589,4.730251351376993,-0.0017293842258601648,1.5309482898833324,0.43256738081895296,15.848106221718211,4.214305050472602,-3.9961768414251932,-6.247897893013012,-4.602172723916653,1.8095804026842857e-08,-3.0870485207028995e-07,0.2971939564583997,-1.0708641034285504,-15.104764136386963,0.8542974158774689,7.7578794135513025,0.6893891728524518,-1.97334088629757,-1.573983995209557e-08,-4.4518116532724345e-08
14,0.23333333333333334,4.672675187724476,-2.5482745937287996,-0.5629947303931226,5.818166093398794,-1.0892521029545321,1.087034246499959,5.487963332739209,-3.7926622854728076,-5.890300184026262,16.4784141790135,2.2118694605535167,0.6893761676173206,-1.546784294879168,11.215827657613154,-3.858347026923544,-8.033562187982682,-13.303311983586154,15.398889053213,-5.9825212341981375,21.616391401515166,-105.88084552749528,4.850863358238945,-7.029896634980698,-0.5968156039407647,-9.995756786432413,-25.30444872188398,112.41414893951536,0.7896710278426494,5.400640824482614,0.08020591858906274,1.955410462789764,0.205097455915773,15.221979124103731,3.9254732507891363,-4.013785017992789,-6.055338730470365,-4.7746090166835335,-8.611532455568379e-08,-1.319960869257262e-07,0.431155746680539,-0.9850884298510179,-15.429589035952619,1.0787649169720877,7.527434449694157,1.2706159082592154,-2.328650683508083,-1.3105208398377178e-08,-7.212764700920512e-08
15,0.25,4.7654837975968265,-2.7231513133950145,-0.7881142115336242,5.76497953391541,-1.187176985043541,1.739140464978559,5.53665237812209,-3.8325716646816343,-6.35551760193978,16.75230500465103,2.0852530027914638,1.1047396178820146,-1.408048998947487,11.301316719905191,-3.378556858020194,-8.071078013923579,-13.181897866066937,15.2816464368153,-6.116375401424364,21.447449433111657,-106.33555892543495,5.607309745568803,-7.079868282478844,-0.6927206550171022,-9.38400467516577,-25.699904118897894,110.86539152901409,1.0158603917198432,6.404081427352419,0.11044811489523439,2.2752025076029687,0.007879867502761857,14.134022977844529,3.9471489326341276,-4.287744496717732,-5.654963526095362,-5.935841475486411,5.73345234097766e-08,3.945674696294514e-07,0.6105224593071727,-0.9663662490014382,-15.696689511175068,1.2749745479488896,7.323653395314762,2.0327140841900118,-2.89765653475377,-2.1735464143244396e-07,4.553174738262671e-09
16,0.26666666666666666,4.73669775294688,-2.634346580230001,-0.7679951765963441,5.661554638786719,-1.175592811068685,2.321178991278611,5.49590845139428,-3.715759985155194,-6.340434793434139,16.652082407413186,1.4017770841179291,0.9225797435864659,-1.1914291775612667,11.293037175992618,-3.044020827702308,-8.083071852226013,-13.255510765293703,15.698160876368302,-6.155760109846487,21.1137638728648,-106.66831559705318,5.850394459443944,-6.777463043760163,-0.6931736257990441,-8.960351346021943,-25.751577228668182,109.94966852795262,0.7114071933394761,6.9514639426109746,0.0814538725642086,2.5005055989804634,-0.016354295819761826,12.972450017060487,4.065515365907258,-4.5173607602210195,-5.165640167097748,-6.881397460047379,-5.619725883343506e-08,-2.824063482213551e-08,0.7930941991037375,-1.0794951713442764,-15.951948056025426,1.144716302729414,7.415433059295072,2.3673102883117516,-3.051415716798009,4.935116577045974e-08,4.021880412747205e-08
17,0.2833333333333333,4.67946867675382,-2.3864016456878,-0.5090477923237535,5.454560933521177,-1.0662223610981,2.473690142519744,5.320289437926883,-3.4843682640333467,-5.970811308200714,16.07599651796605,0.8129945892082704,0.3118999810773582,-1.0342279565683117,11.211630526699572,-3.051349861326184,-8.036210011795006,-13.419165857183645,16.136127289694052,-6.170164777768221,20.798630934310133,-106.93165417113866,5.560653707310696,-6.305005608294413,-0.6147473315391787,-9.085265593317716,-25.353434986669285,110.48902167034332,0.424718071489099,6.761717901632096,0.049225780104493924,2.7803649644425197,0.01664308861434442,12.43682372588221,4.004881735126954,-4.367037503164549,-4.887209989663306,-6.51478240071447,-1.0221959246318145e-08,3.483820041573847e-07,1.0813424013665334,-1.2367487351429671,-15.870406884670981,0.6427329425109413,7.864655406151035,1.8973921848308863,-2.3283129834589342,5.124369758368034e-08,1.2227492350705524e-07
18,0.3,4.753570967374279,-2.2458543198190912,-0.2642924955980913,5.276399221630358,-1.0189554585240708,2.310149662231043,5.09150455844955,-3.345936495307317,-5.823781953248246,15.499219535113935,0.829747242779974,-0.05867463192001598,-1.0633308377690787,11.152509837078219,-3.5391780193826783,-8.145853609714404,-13.481631464944972,16.25043344903819,-6.178823385770876,20.68014342928246,-107.04122502436817,5.2324669010154325,-6.10131548491898,-0.5587577548585758,-9.512636611990828,-24.978018393385366,111.65152426988168,0.17672347120473675,6.100714070680132,0.02140142817491845,3.0490616372205164,-0.04397576433129884,12.943031851937713,3.8497828892955335,-3.7975269366655744,-5.161396332872316,-5.154840486844298,-2.2884727044066295e-10,1.0112300694267423e-06,1.5401239400906643,-1.2680606126195737,-15.008403230482871,0.1312767713006598,8.240529069132869,0.7761462880958198,-1.4179304017203478,-1.1224322504178226e-07,-2.426656972545759e-07
19,0.31666666666666665,4.943845241705092,-2.336024635625645,-0.18625586601983915,5.343126776514915,-1.1033350372531898,2.1355716562309293,5.0049307128265115,-3.4255423671052663,-5.953833390467569,15.451880457479431,1.3421166789260635,-0.01628349331352253,-1.1950575699558779,11.17668270542161,-4.117911461992877,-8.423294570206926,-13.398671313690583,16.131749663296894,-6.175603855994656,20.82582834696958,-106.92773076613196,5.118320479177243,-6.464633970735775,-0.5776668173579008,-9.578384473628526,-25.006770911789136,111.76107596566227,-0.18347034706115897,5.507901293559735,-0.015347348438563018,3.08692958237347,-0.21576623664237762,14.009241023832521,3.823406399615496,-3.159690288040525,-5.8105956570193005,-4.167420816305122,-5.9423270002406046e-08,-5.113566054201731e-07,1.972311849090673,-1.146507343685138,-13.770906851796054,0.0041001979551324175,8.03474007533407,-0.4008983310256903,-1.2101982520857526,-7.515681245623232e-08,-1.9562133939051508e-07
20,0.3333333333333333,5.01586256282598,-2.549675285093453,-0.208218974879957,5.591409263680827,-1.208808286702522,2.0363691983473258,5.043184339113723,-3.6302877522080834,-6.01555406041011,15.872191320181146,1.8370482849862684,0.011977071439424902,-1.2254064139878984,11.275742805192333,-4.335490851794506,-8.517215613312885,-13.282276511674896,15.950166547333444,-6.23687080283323,21.047915470253116,-106.92630207336848,4.91847644805465,-7.000251132072671,-0.6010095349114245,-9.051894411139736,-25.139906754807683,110.5464639304121,-0.4549920552668509,5.422100739166114,-0.04279013525006055,2.83145064783772,-0.40430793817446914,14.97623188699352,3.9757477591190633,-3.007789346172616,-6.443924382207527,-4.692910514171908,4.385580339182708e-08,-2.944548654327056e-07,2.1345142811652753,-1.0104168445650672,-13.349295612044166,0.21620255932523377,7.480452643001645,-0.772303007111281,-1.654385735356955,-6.154326236422619e-08,-1.4371405067930953e-07
21,0.35,4.902602822758154,-2.731694067582565,-0.2508689598201829,5.865034398099434,-1.2468744854213996,1.8926451854999968,5.044155414951929,-3.8076709481002116,-5.987889962954287,16.310854478650608,2.0049535632475783,-0.31864372072007496,-1.1077442563266988,11.382672827134373,-4.216856472282759,-8.236260572410071,-13.21744872428454,15.638243240544854,-6.478625126972157,21.099342438349712,-107.51123780482696,4.413385796788434,-6.989422079794025,-0.5415840270175879,-8.525790979225357,-24.85845756856509,109.62588182401483,-0.3512678131662249,5.706822032368103,-0.03512307229461773,2.387069345407546,-0.47656913515083066,15.66347202324697,4.185572437268151,-3.478633367714946,-6.904379460616846,-6.296440298847778,-3.4577387497311897e-08,-4.445329221651183e-07,2.068005583582734,-0.9456281447654088,-14.195435371434158,0.36065959994030844,7.308157627499005,-0.03840532344261248,-2.206276515453863,-6.529612605507225e-08,-3.729663560121315e-07
22,0.36666666666666664,4.802766939615911,-2.745445866018055,-0.29860089094073217,6.1358515869234225,-1.1656771920392799,1.5973482344292578,4.959478061841281,-3.846252886330457,-5.984732141607137,16.44631482574878,1.913497928946686,-0.8140293332857957,-0.9822172834242647,11.426394276934603,-4.110922994532784,-7.867904339456135,-13.186509483735758,15.03305046172242,-6.823725185723482,21.001671867415766,-108.46630011438012,3.9617104320173055,-6.545880196905653,-0.4560052358468155,-8.69365027019726,-24.284732598223165,110.40603548446803,0.13659510826266874,5.869575180189367,0.011327371046764975,1.9386342191451582,-0.41060663883717213,15.873318031561771,4.239945920275415,-3.9916491265885954,-6.854546239495976,-6.851034536248653,1.712749051518065e-08,2.3589687964388776e-07,2.0297611832744864,-0.8941143086133333,-15.518070535254317,0.15692859041533913,7.714474721618683,1.0395143211263742,-2.336918089481496,-2.122485662246037e-07,3.6941776463841045e-07
23,0.38333333333333336,4.785679715368986,-2.5441067247156393,-0.2846113230694272,6.25876430783949,-0.9636142263149703,1.3786978185599625,4.779809674564093,-3.71056825093923,-5.952117036047046,16.220507260841732,1.6508177156549404,-1.037835782331549,-0.9215865685383385,11.378492666242934,-4.1301687574600425,-7.766823987358013,-13.177506778365041,14.374957166851505,-6.961436888029165,20.97903128458852,-108.8307017772551,4.002525890875713,-6.48790058026165,-0.45629953928914746,-9.369425006075298,-24.035516293761106,112.05321206787629,0.6563653739583967,5.8716800815273675,0.062109311200250344,1.745375062433387,-0.34388585066047833,15.272199997583455,4.12246629020198,-4.0274722940909,-6.067302317883841,-5.466405106234237,-5.264230197708838e-08,-5.791476392739605e-09,2.1880463434465858,-0.8077120033570747,-16.370410284882837,-0.2249317421097229,7.985543999660623,1.6892334622168772,-1.86269310563493,-3.8048008765724885e-08,7.804637699718073e-09
24,0.4,4.71026590992921,-2.317133616916589,-0.17053359887121236,6.066491982828237,-0.8253737718765755,1.4751901340651183,4.445994288023657,-3.5524086985120076,-5.928949787023232,15.838421490981283,1.289247253240454,-0.9279924870673053,-0.8770940725697002,11.280705211856938,-4.069818892151577,-7.9209788180740315,-13.210751096020728,14.170169083947695,-6.740951839107633,21.097175434990543,-108.17503431282796,4.35941855696146,-6.944740379910924,-0.5310076631738276,-9.8628297192221,-24.38128522265355,112.84268566072782,1.0049708188652122,6.235081070060631,0.10758449325730103,1.8801647075732486,-0.32005098687245503,14.278211575259386,4.036977176558498,-3.9004935128463663,-5.234211952865636,-3.8087505938015043,5.5932725739468374e-09,-9.319140869607709e-08,2.525873397936929,-0.6988543510997189,-16.32933453504723,-0.38199697510412567,7.411503065294954,1.7583488598166293,-1.2345077389779986,-8.151765465256611e-08,-4.384101222228093e-07
25,0.4166666666666667,4.553797189610066,-2.293806918645406,-0.0771831118719359,5.83344875895803,-0.9097762373848325,1.5563185121518803,4.061727103868826,-3.552699549723248,-5.968342803477695,15.648636305554993,1.0825328516784323,-0.8527863415646856,-0.8171989084739795,11.244743505291009,-3.944604160657716,-8.070888224597862,-13.250476962625385,14.309920578254623,-6.522763422893991,21.172679627758342,-107.56445472388017,4.496946264303041,-7.1589880222767,-0.562598064484902,-9.948921408319666,-24.93746842764816,112.59572692527333,1.5857680574573305,7.185170208831069,0.20668237877995105,1.9769200324838472,-0.20222557460083493,14.022877888740423,4.030674736277996,-4.20243241966693,-5.285511924630104,-3.118883031735539,-1.1229711636030498e-08,-4.921454387128793e-07,2.912743896468082,-0.6214068128097934,-15.577614528191043,-0.26240981535526936,6.439534806408313,1.1562873920679309,-0.9513396220400192,-1.9819995441882954e-08,-1.6453904593961271e-07
26,0.43333333333333335,4.488032356405775,-2.425133226304156,-0.10403480025242633,6.053989061482303,-1.06928015550256,1.2892079931312346,3.9608607187499185,-3.612671143839472,-5.926012751068329,15.80774209341642,1.2191883523336502,-1.025950258476044,-0.6661222873229604,11.318001734790297,-3.9119073036402265,-8.065747907761633,-13.262862205136829,14.31414736107845,-6.722421745736712,21.053721580800104,-108.17042649442139,4.285048716440789,-6.688781053120714,-0.5013455343400653,-9.902399270210399,-25.1982761646177,112.2990211645021,2.6078816917020444,8.120998849093631,0.3773659318225698,1.640107477185705,0.012423286805017277,14.786253437104948,4.06386176504947,-4.72368206729923,-6.102105874114655,-2.862489029422444,-5.87533815753962e-08,-1.8667509525974593e-07,3.1833478344353514,-0.7240604098281002,-14.842054665858146,-0.246272299510295,6.223233192320323,0.10532444586651638,-1.00962703807609,8.82219713100605e-09,2.0891036526311444e-07
27,0.45,4.609966882137968,-2.525120229234076,-0.16873622926662551,6.688328028308389,-1.0655719236765546,1.0557273191655836,4.236060558195132,-3.530653106757324,-5.812313280216197,16.104884625541757,1.5478331572302872,-1.2204346254195533,-0.3381182930933982,11.424195306589848,-3.8421353546313797,-8.009404284812149,-13.266160435837435,14.40150227591815,-6.953884571759984,20.819968287447978,-108.94155693567612,4.038951471601486,-5.9576567139406915,-0.42011454652445973,-9.74313998315417,-25.13132704457748,112.01836377020318,3.258389349875748,8.446306159782653,0.47968842771226927,0.975970724620892,0.09535483233507362,15.47749735420001,4.138207590444521,-4.718983896637967,-6.76753748148209,-2.499876325266512,2.6192771079381597e-08,1.1279317196876877e-07,3.2568065463471134,-1.0346664974739817,-14.59909425010074,-0.5366874144178113,6.8935290741034905,-0.5940957674237882,-1.169160223152483,5.992355853158153e-09,3.755281667785711e-08
28,0.4666666666666667,4.812974765740921,-2.5334585913275225,-0.16212617357316242,7.173158448472,-0.9072177374165977,1.3271906792820654,4.499444314401884,-3.3425365928019573,-5.912066614511671,16.214156668123078,1.7519921731744157,-1.109759629427192,0.01866108062372852,11.483600914692117,-3.5781188576787595,-8.093830641343617,-13.257681626213692,15.079674793034034,-6.602431256716223,20.66283906490776,-108.14873927821438,4.0135974854086385,-5.537158645752822,-0.3868923781639364,-9.103452165073254,-25.161654753516878,110.65983514149568,2.6636927764443916,8.466014492504398,0.3877820752287069,0.38562324857031455,-0.07966804397164459,15.17814636192136,4.221408035341462,-4.135155360598592,-6.738319133341558,-2.290921176579865,-3.2115612729421685e-08,3.2572493306724625e-07,3.2002236925555745,-1.2876343477124403,-14.609874080913839,-0.8354447585883125,7.327012350080213,-0.4811620997325677,-1.2483612020763655,-6.143681556014698e-08,-4.0014613212668424e-08
